ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
201411963,ted.europa.eu/udl?uri=TED:NOTICE:11963-2014:TEXT:EN:HTML,2014,3,10-JAN-14,R208.S2,0,0,,Siseministeerium,70008440,Mäealuse 2,Tallinn,12618,A1,EE,EE,,,N,,Other,N,,,S,EE,Y,,,,72200000,72,,,Y,4,0,300000.0,300000,300000,N,OPE,,0,L,100,,,N,3,6093613,,,N,,Aktsiaselts Vendomar,,Estonia pst 7,Tallinn,10143,EE,,2,,3,,,,,300000,,300000,,30-DEC-13
201411963,ted.europa.eu/udl?uri=TED:NOTICE:11963-2014:TEXT:EN:HTML,2014,3,10-JAN-14,R208.S2,0,0,,Siseministeerium,70008440,Mäealuse 2,Tallinn,12618,A1,EE,EE,,,N,,Other,N,,,S,EE,Y,,Y,,72200000,72,,,Y,4,0,300000.0,300000,300000,N,OPE,,0,L,100,,,N,3,6093613,,,N,,Aktsiaselts Vendomar,,Estonia pst 7,Tallinn,10143,EE,,2,,3,,,,,300000,,300000,,30-DEC-13
201411963,ted.europa.eu/udl?uri=TED:NOTICE:11963-2014:TEXT:EN:HTML,2014,3,10-JAN-14,R208.S2,0,0,,Siseministeerium,70008440,Mäealuse 2,Tallinn,12618,A1,EE,EE,,,N,,Other,N,,,S,EE,Y,,,,72200000,72,,,Y,4,0,300000.0,300000,300000,N,OPE,,0,L,100,,,N,3,6093614,,,N,,ByteLife Solutions OÜ,,Toompuiestee 35,Tallinn,10133,EE,,3,,3,,,,,300000,,300000,,30-DEC-13
201411963,ted.europa.eu/udl?uri=TED:NOTICE:11963-2014:TEXT:EN:HTML,2014,3,10-JAN-14,R208.S2,0,0,,Siseministeerium,70008440,Mäealuse 2,Tallinn,12618,A1,EE,EE,,,N,,Other,N,,,S,EE,Y,,Y,,72200000,72,,,Y,4,0,300000.0,300000,300000,N,OPE,,0,L,100,,,N,3,6093614,,,N,,ByteLife Solutions OÜ,,Toompuiestee 35,Tallinn,10133,EE,,3,,3,,,,,300000,,300000,,30-DEC-13
201415515,ted.europa.eu/udl?uri=TED:NOTICE:15515-2014:TEXT:EN:HTML,2014,3,14-JAN-14,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija,188603515,A. Vivulskio g. 11,Vilnius,03610,A1,LT,LT,,,1,,Social protection,N,,,S,,N,,,,72261000,72,,,Y,1,0,134990.44,134990.44,134990.44,Y,OPE,,0,M,,Kaina---Efektyvumas---Kokybė---Paslaugų teikimo plano optimalumas,30---20---40---10,N,1,6098673,,,N,,UAB „Deloitte Lietuva“,,Jogailos g. 4,Vilnius,01116,LT,,1,,1,,,,,,134990.44,134990.44,N,22-NOV-13
201421666,ted.europa.eu/udl?uri=TED:NOTICE:21666-2014:TEXT:EN:HTML,2014,6,17-JAN-14,R208.S2,0,0,,AB „Lietuvos geležinkeliai“,110053842,Mindaugo g. 12,Vilnius,03603,A3N,LT,LT,,,4,,Railway services,N,,,S,,N,,,,72263000,72,,,Y,4,1,280931.44,280931.44,280931.44,N,NOC,,0,L,100,,,N,1,6108258,1,,N,,SIA „Lattelecom Technology“ filialas,,Upės g. 5,Vilnius,09308,LT,,1,Finansų apskaitos ir verslo valdymo programinės įrangos priežiūros paslaugos,1,,,,,,280931.44,280931.44,N,19-DEC-13
201424773,ted.europa.eu/udl?uri=TED:NOTICE:24773-2014:TEXT:EN:HTML,2014,3,20-JAN-14,R208.S2,0,0,,Viešoji įstaiga „Marijampolės ligoninė“,165803154,Palangos g. 1,Marijampolė,68188,A2,LT,LT,,,6,,Health,N,,,S,,N,,,,72000000,72,,80500000,Y,1,1,250066.54,250066.54,250066.54,Y,OPE,,0,M,,Kaina (C)---Paslaugų teikimo planas ir pasiūlymo charakteristikos (T),40---60,N,1,6112443,1,,N,,UAB „Hisas“,,Lvovo g. 89A-5,Vilnius,08104,LT,,1,Regioninės SPĮ IS kūrimo ir diegimo paslaugos,1,,,,,,250066.54,250066.54,N,25-NOV-13
201424915,ted.europa.eu/udl?uri=TED:NOTICE:24915-2014:TEXT:EN:HTML,2014,3,21-JAN-14,R208.S2,0,0,,Finansų ministerija,288601650,Lukiškių g. 2,Vilnius,01512,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,N,,,,72210000,72,,,Y,1,1,339167.9,339167.9,339167.9,N,OPE,,0,L,100,,,N,1,6112792,1,,N,,SIA „Lattelecom Technology“,,Perses g. 8,Ryga,1011,LV,,1,Valstybės skolos ir piniginių išteklių valdymo posistemio (VSPIVS) licencijų naujinimas,2,,,,,,339167.9,339167.9,N,27-DEC-13
201424920,ted.europa.eu/udl?uri=TED:NOTICE:24920-2014:TEXT:EN:HTML,2014,3,20-JAN-14,R208.S2,0,0,,Rahandusministeerium,70009244,Lõõtsa 8a,Tallinn,11415,A1,EE,EE,,,N,,Economical anf Financial Affairs,N,,,S,EE,Y,,Y,,72262000,72,,,N,1,0,397800.0,397800,397800,N,NIC,,0,M,,Pakkumuse kogumaksumus.---2. Pakutava lahenduse sobivus hankija funktsionaalsete nõuetega---3. Pakutava lahenduse sobivus hankija mittefunktsionaalsete nõuetega---Projekti metoodika ja ajakava -Projekti metoodika ja töökorraldus -Projektiplaani realistlikkus ja detailsus,30---30---30---10,N,1,6112805,,,N,,Osaühing Icefire,,Pärnu mnt 102 C,Tallinn,11312,EE,,1,,7,,,,,397800,,397800,,20-JAN-14
201424922,ted.europa.eu/udl?uri=TED:NOTICE:24922-2014:TEXT:EN:HTML,2014,3,20-JAN-14,R208.S2,0,0,,Viešoji įstaiga „Klaipėdos jūrininkų ligoninė“,191340469,Liepojos g. 45,Klaipėda,92288,A2,LT,LT,,,6,,Health,N,,,S,,N,,,,72263000,72,,,Y,1,0,347126.97,347126.97,347126.97,Y,OPE,,0,M,,Kaina---Paslaugų teikimo planas ir pasiūlymo charakteristikos (T): 1) Projekto įgyvendinimo strategija; projekto tikslų ir rezultatų suvokimas 0;4; 2) Sprendimo architektūros; techninių ir funkcinių reikalavimų realizavimo būdai ir ypatumai 0;4; 3) Projekto įgyvendinimo; koordinavimo ir rizikos valdymo planas 0;2,40---60,N,1,6112810,,,N,,UAB „Nortal“,,Barboros Radvilaitės g. 1,Vilniaus m.,01124,LT,,1,,2,,,,,,347126.97,347126.97,N,06-DEC-13
201428113,ted.europa.eu/udl?uri=TED:NOTICE:28113-2014:TEXT:EN:HTML,2014,3,23-JAN-14,R208.S2,0,0,,Eesti Töötukassa,74000085,Lasnamäe 2,Tallinn,11412,A2,EE,EE,,,6,,Other,N,,,S,EE,N,,,,72262000,72,,,Y,1,0,216000.0,216000,216000,N,OPE,,0,L,100,,,N,1,6117376,,,N,,Osaühing Affecto Estonia,,Toompuiestee 35,Tallinn,10133,EE,,1,,1,,,,,,216000,216000,,22-JAN-14
201428253,ted.europa.eu/udl?uri=TED:NOTICE:28253-2014:TEXT:EN:HTML,2014,3,22-JAN-14,R208.S2,0,0,,"Akciju sabiedrība (AS) ""Latvijas valsts meži""",,Kristapa iela 30,Rīga,1046,A1,LV,LV,,,8,,Other,N,,,S,LV005,N,,,,72260000,72,,,Y,1,0,,225098,225098,N,NOC,,0,L,100,,,N,1,6117677,,,N,,“Ecomond Oy”,,p.k. 1188 Microkatu iela 1,Kuopio,70211,LV,,1,,1,,,,,,225098,225098,N,16-JAN-14
201428330,ted.europa.eu/udl?uri=TED:NOTICE:28330-2014:TEXT:EN:HTML,2014,3,23-JAN-14,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Valstybinio socialinio draudimo fondo valdyb,191630223,Konstitucijos pr. 12,Vilnius,09308,A1,LT,LT,,,1,,Social protection,N,,,S,,N,,,,72243000,72,,,Y,4,1,42823.22,42823.22,42823.22,N,OPE,,0,M,,Kaina (C)---Techniniai privalumai (T1)---Efektyvumas (T2)---Funkcinės ir estetinės charakteristikos (T3),50---10---10---30,N,1,6117857,1,,N,,Uždaroji akcinė bendrovė „Dizaino kryptis“,,Laisvės pr. 88,Vilnius,06125,LT,,1,Interneto svetainės www.sodra.lt kūrimo paslaugų ir priežiūros darbų pirkimas,2,,,,,,42823.22,42823.22,N,20-JAN-14
201431565,ted.europa.eu/udl?uri=TED:NOTICE:31565-2014:TEXT:EN:HTML,2014,3,27-JAN-14,R208.S2,0,0,,Finansų ministerija,288601650,Lukiškių g. 2,Vilnius,01512,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,,N,,,,72000000,72,,,Y,4,1,115703.2,115703.2,115703.2,Y,OPE,,0,M,,Kaina 1---Kaina 2---Funkcinės ir techninės charakteristikos---Portalo koncepcija---Paslaugų teikimo strategija ir pasiūlymo įgyvendinimas,35---5---30---25---5,N,1,6122132,1,,N,,Uždaroji akcinė bendrovė „Dizaino kryptis“,,A. Jakšto g. 9-233,Vilnius,2000,LT,,1,ES struktūrinės paramos svetainės 2014–2020 sukūrimo paslaugų pirkimas,3,,,,,,115703.2,115703.2,N,17-DEC-13
201436786,ted.europa.eu/udl?uri=TED:NOTICE:36786-2014:TEXT:EN:HTML,2014,3,30-JAN-14,R208.S2,0,0,,Sveikatos apsaugos ministerija — Valstybinė akreditavimo sveikatos priežiūros veiklai tarnyba,191352247,Jeruzalės g. 21,Vilnius,09303,A1,LT,LT,,,N,,General public\services;Health,N,,,S,,N,,,,72000000,72,,80590000,Y,1,0,182460.61,182460.61,182460.61,Y,OPE,,0,M,,Kaina---Kokybė,40---60,N,1,6140291,,,N,,UAB „ATEA“,,Laisvės pr.,Vilnius,04215,LT,,1,,3,,,,,182460.61,182460.61,182460.61,N,08-JAN-14
201439880,ted.europa.eu/udl?uri=TED:NOTICE:39880-2014:TEXT:EN:HTML,2014,3,31-JAN-14,R208.S2,0,0,,Tallinna Tehnikaülikool,74000323,Ehitajate tee 5,Tallinn,19086,A2,EE,EE,,,6,,Education,N,,,S,EE,Y,,Y,,72200000,72,,,Y,4,0,200000.0,200000,200000,Y,OPE,,0,L,100,,,N,3,6143887,,,N,,AS Finestmedia,,Veerenni 24,Tallinn,10135,EE,,1,,6,,,,,200000,,200000,,30-JAN-14
201439880,ted.europa.eu/udl?uri=TED:NOTICE:39880-2014:TEXT:EN:HTML,2014,3,31-JAN-14,R208.S2,0,0,,Tallinna Tehnikaülikool,74000323,Ehitajate tee 5,Tallinn,19086,A2,EE,EE,,,6,,Education,N,,,S,EE,Y,,Y,,72200000,72,,,Y,4,0,200000.0,200000,200000,Y,OPE,,0,L,100,,,N,3,6143888,,,N,,Concise Systems OÜ,,Aasa 2,Elva,61503,EE,,2,,6,,,,,200000,,200000,,30-JAN-14
201439880,ted.europa.eu/udl?uri=TED:NOTICE:39880-2014:TEXT:EN:HTML,2014,3,31-JAN-14,R208.S2,0,0,,Tallinna Tehnikaülikool,74000323,Ehitajate tee 5,Tallinn,19086,A2,EE,EE,,,6,,Education,N,,,S,EE,Y,,Y,,72200000,72,,,Y,4,0,200000.0,200000,200000,Y,OPE,,0,L,100,,,N,3,6143889,,,N,,Osaühing BPW Consulting,,Lõõtsa 8A,Tallinn,11415,EE,,3,,6,,,,,200000,,200000,,30-JAN-14
201443477,ted.europa.eu/udl?uri=TED:NOTICE:43477-2014:TEXT:EN:HTML,2014,3,05-FEB-14,R208.S2,0,1,,Eesti Töötukassa,74000085,Lasnamäe 2,Tallinn,11412,A2,EE,EE,,,6,,Other,N,,,S,EE,Y,,Y,,72262000,72,,,Y,1,0,489600.0,489600,489600,N,OPE,,0,L,100,,,N,1,6150089,,,N,,Aktsiaselts Helmes,,Lõõtsa 6,Tallinn,11415,EE,,1,,2,,,,,489600,,489600,,03-FEB-14
201443622,ted.europa.eu/udl?uri=TED:NOTICE:43622-2014:TEXT:EN:HTML,2014,3,05-FEB-14,R208.S2,0,0,,Siseministeerium,70008440,Mäealuse 2,Tallinn,12618,A1,EE,EE,,,N,,Other,N,,,S,EE,Y,,,,72266000,72,,,N,4,0,150000.0,150000,150000,N,NOC,,0,L,100,,,N,1,6150627,,,N,,Microsoft Estonia OÜ,,Rävala pst 5,Tallinn,10143,EE,,1,,1,,,,,150000,,150000,,03-FEB-14
201448730,ted.europa.eu/udl?uri=TED:NOTICE:48730-2014:TEXT:EN:HTML,2014,3,10-FEB-14,R208.S2,0,0,,Eesti E-tervise Sihtasutus,90009016,Uus-Tatari 25/Veerenni 13,Tallinn,10134,A2,EE,EE,,,6,,Other,N,,,S,EE,N,,,,72250000,72,,48610000,Y,1,0,1128000.0,1128000,1128000,N,OPE,,0,L,100,,,N,1,6157391,,,N,,Aktsiaselts Helmes,,Lõõtsa 6,Tallinn,11415,EE,,1,,6,,,,,,1128000,1128000,,07-FEB-14
201450288,ted.europa.eu/udl?uri=TED:NOTICE:50288-2014:TEXT:EN:HTML,2014,3,10-FEB-14,R208.S2,0,0,,VĮ „Registrų centras“,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,Y,,,S,,N,,,,72211000,72,,,Y,1,2,1598466.02,1598466.02,1598466.02,Y,OPE,,0,M,,Kaina---Paslaugų teikimo pagrindimas; sistemos funkcionalumas; išsamumas ir nuoseklumas---Paslaugų atlikimo strategija,40---45---15,N,2,6159796,1,,N,,UAB „Nortal“ (Ūkio subjektų grupė: UAB „Nortal“ ir „Nortal“ AS),,Barboros Radvilaitės g. 1,Vilnius,01124,LT,,1,Projekto „E. sveikatos paslaugų ir bendradarbiavimo infrastruktūros plėtra“ įgyvendinimui reikalingos paslaugos – ESPBI IS techninio projekto parengimo ir ESPBI IS sukūrimo ir įdiegimo paslaugos,1,,,,,,1273660.76,1273660.76,N,19-SEP-13
201450288,ted.europa.eu/udl?uri=TED:NOTICE:50288-2014:TEXT:EN:HTML,2014,3,10-FEB-14,R208.S2,0,0,,VĮ „Registrų centras“,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,Y,,,S,,N,,,,72211000,72,,,Y,1,2,1598466.02,1598466.02,1598466.02,Y,OPE,,0,M,,Kaina---Paslaugų teikimo pagrindimas; sistemos funkcionalumas; išsamumas ir nuoseklumas---Paslaugų atlikimo strategija,40---45---15,N,2,6159797,2,,N,,UAB „Algoritmų sistemos“,,A. Jozapavičiaus g. 6/2,Vilnius,09310,LT,,2,Projekto „Elektroninės paslaugos „E. receptas“ plėtra“ įgyvendinimui reikalingos paslaugos – ESPBI IS E. recepto posistemės techninio projekto parengimo paslaugos ir ESPBI IS E. recepto posistemės sukūrimo ir įdiegimo paslaugos,2,,,,,,324805.26,324805.26,N,15-JAN-14
201450450,ted.europa.eu/udl?uri=TED:NOTICE:50450-2014:TEXT:EN:HTML,2014,3,10-FEB-14,R208.S2,0,0,,VĮ „Registrų centras“,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,Y,,,S,,N,A,,,72243000,72,,72267000---72263000---72222200,Y,1,1,840332.48,840332.48,840332.48,Y,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir sprendimo įgyvendinimas---Paslaugų atlikimo strategija,30---35---35,N,2,6160295,1,,N,,UAB „Alna Software“,,A. Goštauto g. 40B,Vilnius,03163,LT,,1,Projekto Nr. VP2-3.1-IVPK-14-K-01-012 „Dalyvavimo vykdymo procese; varžytynių ir aukcionų e. paslaugų sukūrimas“ informacinės sistemos kūrimo ir diegimo paslaugos (II dalis),2,,,,,,757645.97,757645.97,N,30-DEC-13
201450450,ted.europa.eu/udl?uri=TED:NOTICE:50450-2014:TEXT:EN:HTML,2014,3,10-FEB-14,R208.S2,0,0,,VĮ „Registrų centras“,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,Y,,,S,,N,A,,,72243000,72,,72267000---72263000---72222200,Y,1,1,840332.48,840332.48,840332.48,Y,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir sprendimo įgyvendinimas---Paslaugų atlikimo strategija,30---35---35,N,2,6160296,1,,N,,UAB „Alna Software“,,A. Goštauto g. 40B,Vilnius,03163,LT,,2,Projekto Nr. VP2-3.1-IVPK-14-K-01-012 „Dalyvavimo vykdymo procese; varžytynių ir aukcionų e. paslaugų sukūrimas“ informacinės sistemos kūrimo ir diegimo paslaugos (II dalis),2,,,,,,82686.52,82686.52,N,30-DEC-13
201450467,ted.europa.eu/udl?uri=TED:NOTICE:50467-2014:TEXT:EN:HTML,2014,3,10-FEB-14,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Valstybinio socialinio draudimo fondo valdyb,191630223,Konstitucijos pr. 12,Vilnius,09308,A1,LT,LT,,,1,,Social protection,N,,,S,,N,,,,72267000,72,,48000000,Y,1,1,526565.7,526565.7,526565.7,N,OPE,,0,L,100,,,N,1,6160324,1,,N,,UAB „Alna Business Solutions“,,A. Domaševičiaus g. 9,Vilniaus,01113,LT,,1,SAP programinės įrangos licencijų įsigijimo ir jų techninio aptarnavimo paslaugų pirkimas,1,,,,,,526565.7,526565.7,N,13-JAN-14
201450669,ted.europa.eu/udl?uri=TED:NOTICE:50669-2014:TEXT:EN:HTML,2014,6,10-FEB-14,R208.S2,0,0,,Uždaroji akcinė bendrovė „Busturas“,144127993,Šarūno g. 2,Šiauliai,76161,A3,LT,LT,,,4,,Urban railway; tramway; trolleybus or bus services,N,,,S,,N,,,,72000000,72,,48800000,N,1,1,951272.22,951272.22,951272.22,N,OPE,,0,M,,,,N,1,6160663,1,,N,,Uždaroji akcinė bendrovė „Empirija“,,Savanorių pr. 271,Kaunas,50131,LT,,1,Elektroninio bilieto sistemos nuomos; aptarnavimo; remonto ir priežiūros paslaugų pirkimas,1,,,,,,951272.22,951272.22,Y,30-JAN-14
