ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
201912441,ted.europa.eu/udl?uri=TED:NOTICE:12441-2019:TEXT:EN:HTML,2019,3,08-JAN-19,R209.S3,0,0,N,&quot;Ventspils pilsētas pašvaldības iestāde &quot;&quot;Ventspils Digitālais centrs&quot;&quot;&quot;,90001517332,Akmeņu iela 3,Ventspils,LV-3601,,LV,,N,,3,,Other,N,N,N,S,,N,,,N,72200000,,,72200000---48800000---32420000---72212980---72000000---72220000,Y,,1,1011113.0,1011113,1011113,Y,OPE,,0,M,60,VPVKAC IS arhitektūras piedāvājums. Tiek vērtēti tehniskajā piedāvājumā sniegtā risinājuma arhitektūras apraksta aspekti,40,N,1,10191701,,,N,N,SIA “Santa Monica Networks&quot;,40003629130,Kuršu iela 24,Rīga,LV-1006,LV,Y,1,Koplietošanas IKT risinājuma izveide pašvaldību vajadzībām,1,1,0,0,1,1011113,1011113,1011113,Y,19-DEC-18
201912458,ted.europa.eu/udl?uri=TED:NOTICE:12458-2019:TEXT:EN:HTML,2019,3,08-JAN-19,R209.S3,0,0,N,Valsts ieņēmumu dienests,90000069281,Talejas iela 1,Rīga,LV-1978,,LV,,N,,1,,Economical anf Financial Affairs,N,N,N,S,,Y,,Y,N,72250000,,2,72250000,Y,,1,260000.0,260000,260000,Y,OPE,,0,L,,,,N,1,10191729,,,N,N,SIA &quot;Corporate Consulting&quot;,40103167628,Pērnavas iela 43A–9,Rīga,LV-1009,LV,Y,FM VID 2016/117/ERAF-2,Kvalitatīva un savlaicīga konsultāciju un atbalsta pakalpojumu sniegšana par IKT pielietošanas jautājumiem,1,1,0,0,1,260000,260000,260000,N,29-NOV-18
201912459,ted.europa.eu/udl?uri=TED:NOTICE:12459-2019:TEXT:EN:HTML,2019,3,08-JAN-19,R209.S3,0,0,N,Valsts reģionālās attīstības aģentūra,90001733697,Alberta iela 10,Rīga,LV-1010,,LV,,N,,1,,Other,N,N,N,S,,N,,,N,72315000,,,72315000,Y,,1,,,,N,OPE,,0,L,,,,N,1,10191730,,PROCUREMENT_UNSUCCESSFUL,N,,,,,,,,,1,Vienota integrēta datu pārraides drošības risinājuma izveide un uzturēšana,,,,,,,,0,,
201912462,ted.europa.eu/udl?uri=TED:NOTICE:12462-2019:TEXT:EN:HTML,2019,3,08-JAN-19,R209.S3,0,0,N,&quot;VSIA &quot;&quot;Latvijas Vides; ģeoloģijas un meteoroloģijas centrs&quot;&quot;&quot;,50103237791,Maskavas iela 165,Rīga,LV-1019,,LV,,N,,8,,Environment,N,N,N,S,,N,,,N,72230000,,,72230000,Y,,1,193000.0,193000,193000,Y,NOC,,0,L,,,,N,1,10191734,,,N,N,Somijas Vides Institūts,FI0996189,Latokartanonkaari 11,Helsinki,00790,FI,N,VSIA LVĢMC 2018/35,Daugavas baseina plūdu riska informācijas sistēmas izstrāde,1,0,1,0,0,193000,193000,193000,N,18-DEC-18
201914595,ted.europa.eu/udl?uri=TED:NOTICE:14595-2019:TEXT:EN:HTML,2019,3,09-JAN-19,R209.S3,0,0,N,Lietuvos transporto saugos administracija,188647255,Švitrigailos g. 42,Vilnius,LT-03209,,LT,,N,,1,,General public\services,N,N,N,S,,N,,,N,72319000,,,32441000,Y,,1,93000.0,93000,93000,N,OPE,,0,L,,,,N,1,10195010,,,N,N,UAB „Du trys“,303322664,Girios g. 4-24,Vilnius,,LT,Y,1,Viešojo transporto telemetrijos duomenų teikimo paslauga,3,2,,,,,93000,93000,N,12-NOV-18
201914602,ted.europa.eu/udl?uri=TED:NOTICE:14602-2019:TEXT:EN:HTML,2019,3,09-JAN-19,R209.S3,0,0,N,Lietuvos nacionalinė Martyno Mažvydo biblioteka,290757560,Gedimino pr. 51,Vilnius,LT-01504,,LT,,N,,6,,Recreation; culture and religion,N,N,N,S,,N,,,N,72200000,,,50312610,Y,,1,23200.0,23200,23200,N,OPE,,0,L,,,,N,1,10195018,,,N,N,UAB „Asseco Lietuva“,302631095,Kalvarijų g. 125,Vilnius,LT-08221,LT,Y,1,Lietuvos integralios bibliotekų informacinės sistemos (LIBIS) ir Virtualios elektroninės paveldo sistemos (VEPS) priežiūros paslaugos,1,,,,,,23200,23200,N,03-JAN-19
201914727,ted.europa.eu/udl?uri=TED:NOTICE:14727-2019:TEXT:EN:HTML,2019,3,09-JAN-19,R209.S3,0,0,N,Tartu Linnavalitsus,75006546,Raekoja plats 1a,Tartu linn,50089,,EE,,N,,3,,General public\services,N,N,N,S,,N,,,N,72261000,,,72261000,N,,1,90000.0,90000,90000,N,NOC,,0,L,,,,N,1,10195274,,,N,N,Osaühing Alphagis,11026468,Mustamäe tee 4,Kristiine linnaosa; Tallinn; Harju maakond,10621,EE,Y,18-6661,ESRI ArcGIS ELA (Enterprise Licence Agreement) omavalitsuslitsentsi pikendamine,1,1,0,0,1,,90000,90000,N,26-JAN-18
201916854,ted.europa.eu/udl?uri=TED:NOTICE:16854-2019:TEXT:EN:HTML,2019,3,10-JAN-19,R209.S3,0,0,N,Lietuvos Respublikos finansų ministerija,288601650,Lukiškių g. 2,Vilnius,LT-01512,,LT,,N,,1,,Economical anf Financial Affairs,N,N,N,S,,N,,,N,72210000,,,72210000,Y,,1,1187600.0,1187600,1187600,Y,OPE,,0,M,40,Paslaugų teikimo strategija---Plėtros paslaugų reikalavimų realizavimo suvokimas---Plėtros paslaugų reikalavimų įgyvendinimo problematikos ir rizikų suvokimas,10---30---20,N,1,10198888,,,N,N,UAB „ELSIS PRO“,300064148,Baltupio g. 14,Vilnius,LT-08303,LT,N,1,Europos Sąjungos struktūrinės paramos kompiuterinės informacinės valdymo ir priežiūros sistemos 2014–2020 metų ES struktūrinių fondų posistemio plėtros; priežiūros ir palaikymo paslaugos,1,,,,1,1350000,1187600,1187600,N,09-JAN-19
201917023,ted.europa.eu/udl?uri=TED:NOTICE:17023-2019:TEXT:EN:HTML,2019,3,10-JAN-19,R209.S3,0,0,N,Rahvusarhiiv,70001946,Nooruse tn 3,Tartu linn,50411,,EE,,N,,1,,General public\services,N,N,N,S,,N,,,N,72262000,,,72262000,N,,1,141456.0,141456,141456,Y,OPE,,0,L,,,,N,1,10199310,,,N,N,Keep Solutions; LDA,PT508496870,Rua Rosalvo de Almeida; 5,Braga,4710429,PT,Y,3-4/18/64,Hankeleping,1,1,1,0,1,,141456,141456,N,03-JAN-19
201917044,ted.europa.eu/udl?uri=TED:NOTICE:17044-2019:TEXT:EN:HTML,2019,3,10-JAN-19,R209.S3,0,0,N,Latvijas Nacionālā bibliotēka,90000057827,Mūkusalas iela 3,Rīga,LV-1423,,LV,,N,,1,,Education,N,N,N,S,,N,,,N,72700000,,,72700000,Y,,1,149819.0,149819,149819,N,OPE,,0,L,,,,N,1,10199354,,,N,N,SIA &quot;Latnet&quot;,50003913971,Uriekstes iela 2A–24,Rīga,LV-1005,LV,Y,1,Augstas pieejamības drošības risinājuma nodrošināšana,2,2,0,0,2,,149819,149819,Y,14-DEC-18
201917049,ted.europa.eu/udl?uri=TED:NOTICE:17049-2019:TEXT:EN:HTML,2019,3,10-JAN-19,R209.S3,0,0,N,&quot;VAS &quot;&quot;Tiesu namu aģentūra&quot;&quot;&quot;,40003334410,Baldones iela 1B,Rīga,LV-1007,,LV,,N,,8,,Other,N,N,N,S,,Y,,Y,N,72220000,,,72220000,Y,,1,1200000.0,1200000,1200000,N,OPE,,0,M,60,Pretendenta piedāvāto tiešo pakalpojumu sniedzēju kompetence un piedāvātie speciālisti papildus specifikācijā norādītajam,40,N,1,10199372,,,N,Y,SIA &quot;Analytica&quot;---SIA &quot;Edarin&quot;,40003823267---40003295166,Elijas iela 17–8---Tērbatas iela 8B–83,Rīga---Rīga,LV-1050---LV-1050,LV---LV,Y---Y,1,Elektroniskās pieteikumu apstrādes sistēmas un ar to saistīto informācijas sistēmu infrastruktūras uzturēšana; papildinājumu izstrāde un ieviešana,1,1,0,0,1,,1200000,1200000,N,21-DEC-18
201917061,ted.europa.eu/udl?uri=TED:NOTICE:17061-2019:TEXT:EN:HTML,2019,3,10-JAN-19,R209.S3,0,0,N,Eesti Rahvusringhääling,74002322,F. R. Kreutzwaldi tn 14,Tallinn,15029,,EE,,N,,6,,Other,N,N,N,S,,N,,,N,72212900,,,72212900---32424000,N,,1,412545.63,412545.63,412545.63,Y,OPE,,0,M,,Pakkumuse kogumaksumus eurodes---Süsteemi energiakulu kWh/aastas (komakohtadeta),95.0---5.0,N,1,10199396,,,N,N,Lawo AG,HRB 707330,Am Oberwald 8,Rastatt,76437,DE,N,1.1-15/725-18,Teleprogrammide väljastuskeskuse video- ja audiosignaalide ruutinguteenuse tellimine,3,2,1,0,3,,412545.63,412545.63,N,07-JAN-19
201917065,ted.europa.eu/udl?uri=TED:NOTICE:17065-2019:TEXT:EN:HTML,2019,3,10-JAN-19,R209.S3,0,0,N,Riigi Infosüsteemi Amet,70006317,Pärnu mnt 139a,Tallinn,15169,,EE,,N,,1,,General public\services,N,N,N,S,,N,,,N,72720000,,,72720000,N,,1,128283.84,128283.84,128283.84,N,AWP,,1,L,,,,N,1,10199411,,,N,N,Telia Eesti AS,10234957,Mustamäe tee 3,Tallinn,15033,EE,N,3-2/191-1 / ED.1-0026-2019,Seadmemajutuse teenusleping,1,0,0,0,1,,128283.84,128283.84,N,10-JAN-19
