ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
201817198,ted.europa.eu/udl?uri=TED:NOTICE:17198-2018:TEXT:EN:HTML,2018,3,11-JAN-18,R208.S3,0,0,,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,08221,A3,LT,LT,,,8,,Other,Y,,,S,,Y,,Y,,72260000,72,,,Y,1,1,900000.0,900000,900000,N,,,0,L,100,,,N,5,8474194,1,,N,,„Blue Bridge Code“; UAB,,Jasinskio g. 16,Vilnius,03163,LT,,2,IT kompetencijų paslaugos,5,,,,,,900000,900000,N,26-OCT-17
201817198,ted.europa.eu/udl?uri=TED:NOTICE:17198-2018:TEXT:EN:HTML,2018,3,11-JAN-18,R208.S3,0,0,,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,08221,A3,LT,LT,,,8,,Other,Y,,,S,,Y,,Y,,72260000,72,,,Y,1,1,900000.0,900000,900000,N,,,0,L,100,,,N,5,8474195,1,,N,,UAB „Elsis PRO“,,Baltupio g. 14,Vilnius,08303,LT,,3,IT kompetencijų paslaugos,5,,,,,,900000,900000,N,26-OCT-17
201817198,ted.europa.eu/udl?uri=TED:NOTICE:17198-2018:TEXT:EN:HTML,2018,3,11-JAN-18,R208.S3,0,0,,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,08221,A3,LT,LT,,,8,,Other,Y,,,S,,Y,,Y,,72260000,72,,,Y,1,1,900000.0,900000,900000,N,,,0,L,100,,,N,5,8474196,1,,N,,UAB „iTree Lietuva“ (ūkio subjektų grupė: UAB „iTree Lietuva“ (302249829); UAB „Amidus“ (301735739)),,Konstitucijos pr. 7,Vilnius,09308,LT,,4,IT kompetencijų paslaugos,5,,,,,,900000,900000,N,26-OCT-17
201817198,ted.europa.eu/udl?uri=TED:NOTICE:17198-2018:TEXT:EN:HTML,2018,3,11-JAN-18,R208.S3,0,0,,UAB Verslo aptarnavimo centras,303359627,P. Lukšio g. 5B,Vilnius,08221,A3,LT,LT,,,8,,Other,Y,,,S,,Y,,Y,,72260000,72,,,Y,1,1,900000.0,900000,900000,N,,,0,L,100,,,N,5,8474197,1,,N,,UAB „Affecto Lietuva“,,Gynėjų g. 4,Vilnius,01109,LT,,5,IT kompetencijų paslaugos,5,,,,,,900000,900000,N,26-OCT-17
201817259,ted.europa.eu/udl?uri=TED:NOTICE:17259-2018:TEXT:EN:HTML,2018,6,11-JAN-18,R208.S3,0,0,,Valstybės įmonė Lietuvos oro uostai,120864074,Rodūnios kelias 10A,Vilnius,02189,A3,LT,LT,,,4,,Airport-related activities,N,,,S,,N,,,,72212200,72,,48000000,Y,4,1,48000.0,48000,48000,N,,,0,L,100,,,N,0,8474253,1,,N,,UAB „Dreamsite“,,Zarasų g. 24,Vilnius,02115,LT,,1,Užklausų sistemos praplėtimo papildomu funkcionalumu paslaugos,1,,,,,,48000,48000,N,02-DEC-16
201819018,ted.europa.eu/udl?uri=TED:NOTICE:19018-2018:TEXT:EN:HTML,2018,3,12-JAN-18,R209.S2,0,0,N,Tallinna Sotsiaal- ja Tervishoiuamet,75014965,Paldiski mnt 48a,Tallinn,10614,A2,EE,EE,N,,3,,General public\services,N,N,N,S,,N,,,N,72230000,72,,72230000,N,1,1,399252.0,399252,399252,Y,OPE,,0,M,70.0,Kvaliteedi kriteerium,30.0,N,1,8476633,,,N,Y,Aktsiaselts Andmevara---Osaühing R-Süsteemid---Trinidad Wiseman OÜ,10264823---10233171---11244225,Pärnu mnt 158---Värvi tn 5---Akadeemia tee 21/4,Tallinn---Tallinn---Tallinn,11317---10621---12618,EE---EE---EE,Y---Y---Y,,Töövõtuleping,1,1,0,0,1,,399252,399252,N,10-JAN-18
201821319,ted.europa.eu/udl?uri=TED:NOTICE:21319-2018:TEXT:EN:HTML,2018,3,12-JAN-18,R209.S2,0,0,N,Latvijas Republikas Iekšlietu ministrijas Informācijas centrs,90000289913,Bruņinieku iela 72b,Rīga,LV-1016,A1,LV,LV,N,,1,,Public Order and Safety,N,N,N,S,,N,,Y,N,72260000,72,,72260000,Y,3,1,157542.0,157542,157542,N,OPE,,0,M,40,Piedāvātā pakalpojuma kvalitāte,60,N,1,8480149,,,N,Y,SIA &quot;DATI Group&quot;---SIA &quot;Squalio Cloud Consulting&quot;,40003115371---40103853272,Balasta dambis 80A---Elizabetes iela 75,Rīga---Rīga,LV-1048---LV-1050,LV---LV,Y---Y,1,Biometrijas datu apstrādes informācijas sistēmas funkcionalitātes pilnveidošana,1,1,0,0,0,157542,157542,157542,N,08-NOV-17
201821987,ted.europa.eu/udl?uri=TED:NOTICE:21987-2018:TEXT:EN:HTML,2018,3,15-JAN-18,R208.S3,0,0,,Valstybinė teritorijų planavimo ir statybos inspekcija prie Aplinkos ministerijos,288600210,A. Vienuolio g. 8,Vilnius,01104,A1,LT,LT,,,1,,Environment,N,,,S,,N,,,,72220000,72,,,Y,4,,35000.0,35000,35000,Y,OPE,,0,M,,Paslaugų teikimo strategija; jos išsamumas ir nuoseklumas---Pasiūlymo įgyvendinamumas---Projekto įgyvendinimo plano optimalumas---Kaina,30---20---20---30,N,1,8481161,,,N,,UAB „S4ID“,,Žalgirio g. 135,Vilnius,08217,LT,,1,,2,,,,,,35000,35000,N,25-OCT-17
201823408,ted.europa.eu/udl?uri=TED:NOTICE:23408-2018:TEXT:EN:HTML,2018,3,16-JAN-18,R209.S2,0,0,N,Lietuvos mokslinių bibliotekų asociacija,125712273,Gedimino pr. 51,Vilnius,01504,A2,LT,LT,N,,6,,Education,N,N,N,S,,N,,,N,72320000,72,,72320000,Y,4,1,16280.6,16280.6,16280.6,N,AWP,,1,L,,,,N,1,8483335,,,N,N,ABE-IPS Sp. z.o.o,,,Varšuva,,PL,Y,1,Procurement of Subscription services to the Online Research Database AccessEngineering,1,1,,,,,15259.1,16280.6,N,31-DEC-17
201823461,ted.europa.eu/udl?uri=TED:NOTICE:23461-2018:TEXT:EN:HTML,2018,3,16-JAN-18,R209.S2,0,0,N,Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos,191630223,Konstitucijos pr. 12,Vilnius,09308,A1,LT,LT,N,,1,,Social protection,N,N,N,S,,N,,,N,72212000,72,,72212000,Y,1,1,153490.92,153490.92,153490.92,N,OPE,,0,L,,,,N,1,8483439,,,N,N,UAB „Marval Baltic“,303357544,Žalgirio g. 88-502,Vilnius,LT-09303,LT,Y,1,Paslaugų valdymo sistemos veikimo stebėjimo; priežiūros ir modifikavimo paslaugų pirkimas,1,,,,1,153490.92,153490.92,153490.92,N,08-JAN-18
201823594,ted.europa.eu/udl?uri=TED:NOTICE:23594-2018:TEXT:EN:HTML,2018,3,16-JAN-18,R209.S2,0,0,N,VAS &quot;Latvijas gaisa satiksme&quot;,40003038621,Muzeju iela 3; Lidosta “Rīga”,Mārupes novads,LV-1053,A3,LV,LV,N,,6,,Other,N,N,N,S,,N,,,N,72261000,72,,72261000,Y,4,1,202000.0,202000,202000,N,NOC,,0,L,,,,N,1,8483700,,,N,N,SIA &quot;Envirotech&quot;,40003427848,Mūkusalas iela 42A,Rīga,LV-1004,LV,Y,1,ArcGIS Uzņēmuma līgums (Enterprise Agreement),1,1,0,0,0,202000,202000,202000,N,09-JAN-18
201823597,ted.europa.eu/udl?uri=TED:NOTICE:23597-2018:TEXT:EN:HTML,2018,3,16-JAN-18,R209.S2,0,0,N,Latvijas Republikas Prokuratūra,9000022859,Kalpaka bulvāris 6,Rīga,LV-1801,A1,LV,LV,N,,1,,Other,N,N,N,S,,N,,,N,72200000,72,,72200000,Y,1,1,350000.0,350000,350000,N,OPE,,0,M,,Cena par darba uzdevumu izpildi (C1)---Cena par uzturēšanu trīs mēnešos (C2)---Kvalitāte (K). Tiks vērtēts katra darba uzdevuma realizācijas apraksta kvalitāte,45---5---50,N,1,8483703,,,N,N,SIA &quot;ZZ Dats&quot;,40003278467,Elizabetes iela 41/43,Rīga,LV-1010,LV,N,LRP 2017/66,Prokuratūras informācijas sistēmas un e-pakalpojumu uzturēšanas; izmaiņu pieprasījumu izstrādes un ieviešanas pakalpojuma iegāde,1,0,0,0,1,350000,350000,350000,N,04-JAN-18
201823598,ted.europa.eu/udl?uri=TED:NOTICE:23598-2018:TEXT:EN:HTML,2018,3,16-JAN-18,R209.S2,0,0,N,Valsts zemes dienests,90000030432,11. novembra krastmala 31,Rīga,LV-1050,A1,LV,LV,N,,1,,General public\services,N,N,N,S,,N,,,N,72212000,72,,72212000,Y,1,1,1516000.0,1516000,1516000,N,NIC,,0,M,,Piedāvātā fizisko personu datu aizsardzības plāna projekts---Piedāvātā kvalitātes nodrošināšanas plāna projekts---Piedāvātā pilnveidošanas pakalpojuma izpildes 1 (vienas) cilvēkstundas cena (EUR bez PVN)---Piedāvātā risku pārvaldības plāna projekts---Piedāvātā uzturēšanas pakalpojuma izpildes cena 1 (vienā) mēnesī (EUR bez PVN),25---50---150---25---250,N,1,8483704,,,N,N,SIA &quot;Visma Consulting&quot;,40103916493,Sporta iela 11,Rīga,LV-1013,LV,Y,1,Valsts zemes dienesta informācijas sistēmu uzturēšanas un pilnveidošanas pakalpojumi,2,1,0,0,0,1757127.27,1516000,1516000,Y,03-JAN-18
201824426,ted.europa.eu/udl?uri=TED:NOTICE:24426-2018:TEXT:EN:HTML,2018,3,15-JAN-18,R208.S3,0,0,,Klaipėdos rajono savivaldybės administracija,188773688,Klaipėdos g. 2,Gargždai,96130,A2,LT,LT,,,3,,General public\services,N,,,S,,N,,,,79340000,793,,,Y,4,1,48253.0,48253,48253,Y,OPE,,0,L,100,,,N,1,8485027,1,,N,,Uždaroji akcinė bendrovė „Ravara“,,Panevėžio gatvės sodai 34a,Šiauliai,76134,LT,,1,Viešinimo medžiagos parengimo ir sklaidos el. kanalais paslaugos; įgyvendinant projektą „Pažink vakarų krantą“,4,,,,,,48253,48253,Y,25-OCT-17
201824435,ted.europa.eu/udl?uri=TED:NOTICE:24435-2018:TEXT:EN:HTML,2018,3,15-JAN-18,R208.S3,0,0,,Valstybinė teritorijų planavimo ir statybos inspekcija prie Aplinkos ministerijos,288600210,A. Vienuolio g. 8,Vilnius,01104,A1,LT,LT,,,1,,Environment,N,,,S,,N,,,,72240000,72,,72261000,Y,1,,330580.0,330580,330580,N,OPE,,0,M,,Siūlomo sprendimo išsamumas ir efektyvumas---Siūlomo sprendimo techninis suderinamumas---Paslaugų teikimo įgyvendinimo strategija ir paslaugų teikimo metu atliekamų darbų plano optimalumas---Kaina,28---28---14---30,N,1,8485038,,,N,,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,08221,LT,,1,,2,,,,,,330580,330580,N,10-NOV-17
201829206,ted.europa.eu/udl?uri=TED:NOTICE:29206-2018:TEXT:EN:HTML,2018,3,19-JAN-18,R209.S2,0,0,N,Kauno miesto savivaldybės administracija,188764867,Laisvės al. 96,Kaunas,44251,A2,LT,LT,N,,3,,General public\services,N,N,N,S,,N,,,N,72262000,72,,72262000,Y,4,1,44033.0,44033,44033,N,OPE,,0,M,60,Sistemos funkcionalumas; patogumas,40,N,1,8493688,,,N,N,UAB „Technologinių paslaugų sprendimai“,160430566,Gaižiūnų g. 3,Kaunas,50128,LT,Y,1,Ikimokyklinio ugdymo įstaigų maitinimo administravimo informacinės sistemos sukūrimo paslaugų pirkimas,4,,,,4,,44033,44033,N,15-JAN-18
201829543,ted.europa.eu/udl?uri=TED:NOTICE:29543-2018:TEXT:EN:HTML,2018,6,19-JAN-18,R209.S2,0,0,N,Valstybės įmonė „Oro navigacija“,210060460,Rodūnios kelias 2,Vilnius,LT-02188,A3,LT,LT,N,,4,,Airport-related activities,N,N,N,S,,N,,,N,72263000,72,,72243000,Y,1,1,,,,Y,NIC,,0,L,,,,N,1,8493996,,PROCUREMENT_DISCONTINUED,N,,,,,,,,,1,Duomenų ryšio paslaugos / Data link services,,,,,,,,0,,
201831482,ted.europa.eu/udl?uri=TED:NOTICE:31482-2018:TEXT:EN:HTML,2018,6,19-JAN-18,R209.S2,0,0,N,Elering AS,11022625,Kadaka tee 42,Tallinn,12915,A3,EE,EE,N,,4,,Electricity,N,N,N,S,,N,,,N,72210000,72,,72210000---72230000,Y,1,1,,,,N,OPE,,0,L,,,,N,1,8496757,,,Y,,,,,,,,,,Hooldusleping,,,,,,,,,N,01-DEC-17
201835331,ted.europa.eu/udl?uri=TED:NOTICE:35331-2018:TEXT:EN:HTML,2018,3,23-JAN-18,R209.S2,0,0,N,Lietuvos Respublikos aplinkos ministerija,188602370,A. Jakšto g. 4,Vilnius,01105,A1,LT,LT,N,,1,,Environment,N,N,N,S,,N,,,N,72267000,72,,72261000,Y,4,1,49320.0,49320,49320,N,OPE,Y,0,L,,,,N,1,8503443,,,N,Y,UAB „Blue Bridge“---UAB „Dts solutions“,111445337---135885245,J. Jasinskio g. 16A---Taikos pr. 88A,Vilnius---Kaunas,,LT---LT,Y---Y,1,Vieningos gaminių; pakuočių ir atliekų apskaitos informacinės sistemos programinės ir techninės įrangos priežiūros ir palaikymo paslaugos,3,,,,,,49320,49320,N,22-JAN-18
201835378,ted.europa.eu/udl?uri=TED:NOTICE:35378-2018:TEXT:EN:HTML,2018,3,23-JAN-18,R209.S2,0,0,N,Valsts ieņēmumu dienests,90000069281,Talejas iela 1,Rīga,LV-1978,A1,LV,LV,N,,1,,Economical anf Financial Affairs,N,N,N,S,,N,,,N,72267000,72,,72267000,Y,1,1,960000.0,960000,960000,N,OPE,,0,M,,Darbinieku apmācība---Izstrādes elementu vidējā svērtā cena---Komandas sadarbības pieredze---Piedāvāti speciālisti ar Oracle Certified Profesional sertifikāciju---Piedāvāti vadošie speciālisti ar pieredzi muitas sistēmu izstrādē vai uzturēšanā,5---70---5---10---10,N,1,8503535,,,N,N,AS &quot;Exigen Services Latvia&quot;,40003275598,Jāņa Daliņa iela 15,Rīga,LV-1013,LV,Y,FM VID 2017/222,Akcīzes preču pārvietošanas un kontroles sistēmas pilnveidošana; uzturēšana un garantijas nodrošināšana,2,2,0,0,0,,960000,960000,N,17-JAN-18
201836082,ted.europa.eu/udl?uri=TED:NOTICE:36082-2018:TEXT:EN:HTML,2018,3,23-JAN-18,R208.S3,0,0,,Viešųjų pirkimų tarnyba,188656261,Kareivių g. 1,Vilnius,LT-08221,A1,LT,LT,,,1,,General public\services,N,,,S,,Y,,Y,,72267000,72,,,Y,4,,13300.0,13300,13300,N,OPE,,0,L,100,,,N,1,8504552,,,N,,UAB „Elsis Pro“ (UAB „Elsis Pro“ jungtinėje veikloje su UAB „S4ID“),,Baltupio g. 14,Vilnius,LT-08303,LT,,1,,1,,,,,,13300,13300,Y,19-JAN-18
201836083,ted.europa.eu/udl?uri=TED:NOTICE:36083-2018:TEXT:EN:HTML,2018,3,23-JAN-18,R208.S3,0,0,,Viešųjų pirkimų tarnyba,188656261,Kareivių g. 1,Vilnius,LT-08221,A1,LT,LT,,,1,,General public\services,N,,,S,,Y,,Y,,72267000,72,,,Y,1,,1406.0,1406,1406,N,OPE,,0,L,100,,,N,1,8504553,,,N,,UAB „Elsis Pro“ (UAB „Elsis Pro“ jungtinėje veikloje su UAB „S4ID“),,Baltupio g. 14,Vilnius,LT-08303,LT,,1,,1,,,,,,1406,1406,Y,19-JAN-18
201837577,ted.europa.eu/udl?uri=TED:NOTICE:37577-2018:TEXT:EN:HTML,2018,3,24-JAN-18,R209.S2,0,0,N,Valsts aizsardzības militāro objektu un iepirkumu centrs,90009225180,Ernestīnes iela 34,Rīga,LV-1046,A1,LV,LV,N,,N,,Defence,Y,N,Y,S,,N,,,N,72000000,72,,72000000,Y,3,1,,,,N,RES,,0,M,,Cena---Izpildes termiņš,50---50,N,1,8506794,,PROCUREMENT_DISCONTINUED,N,,,,,,,,,1,Automatizētās personāla uzskaites sistēmas pilnveidošana; izstrāde un ieviešana,,,,,,,,0,,
201838112,ted.europa.eu/udl?uri=TED:NOTICE:38112-2018:TEXT:EN:HTML,2018,6,24-JAN-18,R209.S2,0,0,N,Elering AS,11022625,Kadaka tee 42,Tallinn,12915,A3,EE,EE,N,,4,,Electricity,N,N,N,S,,N,,,N,72262000,72,,72262000,Y,1,1,,,,N,OPE,,0,L,,,,N,1,8507749,,,Y,,,,,,,,,No. 1.1-4120171451,Contract for Services No. 1.1-4120171451,,,,,,,,,N,15-JAN-18
201839741,ted.europa.eu/udl?uri=TED:NOTICE:39741-2018:TEXT:EN:HTML,2018,3,25-JAN-18,R209.S2,0,0,N,LR IeM Pilsonības un migrācijas lietu pārvalde,90000054163,Čiekurkalna 1. līnija 1; k-3,Rīga,LV-1026,A1,LV,LV,N,,1,,Public Order and Safety,N,N,N,S,,N,,,N,72262000,72,,72262000,Y,3,1,,,,Y,RES,,0,M,,Kopējā piedāvājuma cena,100,N,1,8510749,,PROCUREMENT_DISCONTINUED,N,,,,,,,,,1,Ielūgumu reģistra funkcionalitātes attīstība,,,,,,,,0,,
